Name,Sex,Age,Height,Weight,NOC,Games,Sport,Event,Year,Season,City,Medal
Joseph Isaac Schooling,M,21.0,184.0,74.0,SGP,2016 Summer,Swimming,Swimming Men's 100 metres Freestyle,2016,Summer,Rio de Janeiro,No Medal
Myrthe Schoot,F,27.0,183.0,70.0,NED,2016 Summer,Volleyball,Volleyball Women's Volleyball,2016,Summer,Rio de Janeiro,No Medal
Johannes Schttler,M,31.0,192.0,84.0,GER,2016 Summer,Badminton,Badminton Men's Doubles,2016,Summer,Rio de Janeiro,No Medal
Olivia Alma Charlotta Schough,F,25.0,172.0,60.0,SWE,2016 Summer,Football,Football Women's Football,2016,Summer,Rio de Janeiro,Silver
Mikel Schreuders,M,17.0,189.0,90.0,ARU,2016 Summer,Swimming,Swimming Men's 200 metres Freestyle,2016,Summer,Rio de Janeiro,No Medal
Tim Schrijver,M,24.0,203.0,104.0,CAN,2016 Summer,Rowing,Rowing Men's Coxless Fours,2016,Summer,Rio de Janeiro,No Medal
Nathan Schrimsher,M,24.0,188.0,79.0,USA,2016 Summer,Modern Pentathlon,Modern Pentathlon Men's Individual,2016,Summer,Rio de Janeiro,No Medal
Anne Schrder,F,21.0,170.0,58.0,GER,2016 Summer,Hockey,Hockey Women's Hockey,2016,Summer,Rio de Janeiro,Bronze
Beate Schrott,F,28.0,177.0,71.0,AUT,2016 Summer,Athletics,Athletics Women's 100 metres Hurdles,2016,Summer,Rio de Janeiro,No Medal
Jens Schuermans,M,23.0,175.0,64.0,BEL,2016 Summer,Cycling,"Cycling Men's Mountainbike, Cross-Country",2016,Summer,Rio de Janeiro,No Medal
Almuth Schult,F,25.0,180.0,71.0,GER,2016 Summer,Football,Football Women's Football,2016,Summer,Rio de Janeiro,Gold
Benjamin Schulte,M,20.0,193.0,83.0,GUM,2016 Summer,Swimming,Swimming Men's 100 metres Breaststroke,2016,Summer,Rio de Janeiro,No Medal
Germn Schulz,M,22.0,187.0,93.0,ARG,2016 Summer,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,2016,Summer,Rio de Janeiro,No Medal
Matas Carlos Schulz,M,34.0,190.0,88.0,ARG,2016 Summer,Handball,Handball Men's Handball,2016,Summer,Rio de Janeiro,No Medal
Jodie Lauren Schulz-Kenny,F,28.0,183.0,74.0,AUS,2016 Summer,Hockey,Hockey Women's Hockey,2016,Summer,Rio de Janeiro,No Medal
Karl Schulze,M,28.0,190.0,100.0,GER,2016 Summer,Rowing,Rowing Men's Quadruple Sculls,2016,Summer,Rio de Janeiro,Gold
Simon Schrch,M,25.0,186.0,75.0,SUI,2016 Summer,Rowing,Rowing Men's Lightweight Coxless Fours,2016,Summer,Rio de Janeiro,Gold
Yvonne Schuring,F,38.0,173.0,79.0,AUT,2016 Summer,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",2016,Summer,Rio de Janeiro,No Medal
Nino Schurter,M,30.0,173.0,68.0,SUI,2016 Summer,Cycling,"Cycling Men's Mountainbike, Cross-Country",2016,Summer,Rio de Janeiro,Gold
Brandon Schuster,M,18.0,188.0,75.0,SAM,2016 Summer,Swimming,Swimming Men's 200 metres Freestyle,2016,Summer,Rio de Janeiro,No Medal
Lisa Schtze,F,19.0,172.0,61.0,GER,2016 Summer,Hockey,Hockey Women's Hockey,2016,Summer,Rio de Janeiro,Bronze
Glenn Schuurman,M,25.0,183.0,79.0,NED,2016 Summer,Hockey,Hockey Men's Hockey,2016,Summer,Rio de Janeiro,No Medal
Christina Schwanitz,F,30.0,180.0,115.0,GER,2016 Summer,Athletics,Athletics Women's Shot Put,2016,Summer,Rio de Janeiro,No Medal
Athos Marangon Schwantes,M,31.0,190.0,85.0,BRA,2016 Summer,Fencing,"Fencing Men's epee, Individual",2016,Summer,Rio de Janeiro,No Medal
"Viktoria ""Vicki"" Schwarz",F,31.0,173.0,65.0,AUT,2016 Summer,Canoeing,"Canoeing Women's Kayak Singles, 200 metres",2016,Summer,Rio de Janeiro,No Medal
Ben Schwietert,M,19.0,192.0,83.0,NED,2016 Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2016,Summer,Rio de Janeiro,No Medal
Diogo Sclebin,M,34.0,190.0,80.0,BRA,2016 Summer,Triathlon,Triathlon Men's Olympic Distance,2016,Summer,Rio de Janeiro,No Medal
Luis Alberto Scola Balvoa,M,36.0,206.0,108.0,ARG,2016 Summer,Basketball,Basketball Men's Basketball,2016,Summer,Rio de Janeiro,No Medal
Callum Scotson,M,19.0,184.0,77.0,AUS,2016 Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",2016,Summer,Rio de Janeiro,Silver
Desiree Rose Marie Scott,F,29.0,160.0,62.0,CAN,2016 Summer,Football,Football Women's Football,2016,Summer,Rio de Janeiro,Bronze
Dominique Scott,F,24.0,165.0,52.0,RSA,2016 Summer,Athletics,"Athletics Women's 10,000 metres",2016,Summer,Rio de Janeiro,No Medal
Duncan William MacNaughton Scott,M,19.0,190.0,72.0,GBR,2016 Summer,Swimming,Swimming Men's 100 metres Freestyle,2016,Summer,Rio de Janeiro,No Medal
Emily Scott,F,24.0,165.0,60.0,GBR,2016 Summer,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,2016,Summer,Rio de Janeiro,No Medal
Giles Lyndon Scott,M,29.0,197.0,95.0,GBR,2016 Summer,Sailing,Sailing Men's One Person Heavyweight Dinghy,2016,Summer,Rio de Janeiro,Gold
Sharolyn Shantell Scott Norman,F,32.0,168.0,63.0,CRC,2016 Summer,Athletics,Athletics Women's 400 metres Hurdles,2016,Summer,Rio de Janeiro,No Medal
"Stephen ""Steve"" Scott",M,31.0,172.0,84.0,GBR,2016 Summer,Shooting,Shooting Men's Double Trap,2016,Summer,Rio de Janeiro,Bronze
Rebecca Scown,F,32.0,178.0,70.0,NZL,2016 Summer,Rowing,Rowing Women's Coxless Pairs,2016,Summer,Rio de Janeiro,Silver
Helena Scutt,F,24.0,170.0,66.0,USA,2016 Summer,Sailing,Sailing Women's Skiff,2016,Summer,Rio de Janeiro,No Medal
Victor Scvortov,M,28.0,173.0,73.0,UAE,2016 Summer,Judo,Judo Men's Lightweight,2016,Summer,Rio de Janeiro,No Medal
Katy Sealy,F,25.0,172.0,61.0,BIZ,2016 Summer,Athletics,Athletics Women's 100 metres Hurdles,2016,Summer,Rio de Janeiro,No Medal
Ryan Seaton,M,28.0,182.0,77.0,IRL,2016 Summer,Sailing,Sailing Men's Skiff,2016,Summer,Rio de Janeiro,No Medal
Sisilia Anisa Levu Seavula,F,20.0,,,FIJ,2016 Summer,Athletics,Athletics Women's 100 metres,2016,Summer,Rio de Janeiro,No Medal
Kevin Seaward,M,32.0,175.0,59.0,IRL,2016 Summer,Athletics,Athletics Men's Marathon,2016,Summer,Rio de Janeiro,No Medal
Julia Sebastin,F,22.0,178.0,70.0,ARG,2016 Summer,Swimming,Swimming Women's 200 metres Breaststroke,2016,Summer,Rio de Janeiro,No Medal
Dalma Sebestyn,F,19.0,176.0,67.0,HUN,2016 Summer,Swimming,Swimming Women's 200 metres Breaststroke,2016,Summer,Rio de Janeiro,No Medal
Golnoush Sebghatollahi,F,25.0,158.0,61.0,IRI,2016 Summer,Shooting,"Shooting Women's Air Pistol, 10 metres",2016,Summer,Rio de Janeiro,No Medal
Milenko Sebi,M,31.0,197.0,95.0,SRB,2016 Summer,Shooting,"Shooting Men's Air Rifle, 10 metres",2016,Summer,Rio de Janeiro,No Medal
Tafese Seboka,M,22.0,177.0,66.0,ETH,2016 Summer,Athletics,"Athletics Men's 3,000 metres Steeplechase",2016,Summer,Rio de Janeiro,No Medal
Andrea Seccafien,F,25.0,152.0,69.0,CAN,2016 Summer,Athletics,"Athletics Women's 5,000 metres",2016,Summer,Rio de Janeiro,No Medal
Naomi Sedney,F,21.0,170.0,65.0,NED,2016 Summer,Athletics,Athletics Women's 4 x 100 metres Relay,2016,Summer,Rio de Janeiro,No Medal
Anna Sergeyevna Sedoykina,F,32.0,184.0,74.0,RUS,2016 Summer,Handball,Handball Women's Handball,2016,Summer,Rio de Janeiro,Gold
Emily Jane Seebohm,F,24.0,180.0,70.0,AUS,2016 Summer,Swimming,Swimming Women's 100 metres Backstroke,2016,Summer,Rio de Janeiro,No Medal
Barbora Seemanov,F,16.0,175.0,56.0,CZE,2016 Summer,Swimming,Swimming Women's 200 metres Freestyle,2016,Summer,Rio de Janeiro,No Medal
Janja egel,F,15.0,177.0,60.0,SLO,2016 Summer,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2016,Summer,Rio de Janeiro,No Medal
Sara Caroline Seger,F,31.0,176.0,62.0,SWE,2016 Summer,Football,Football Women's Football,2016,Summer,Rio de Janeiro,Silver
Laraba Gnon Cessy Seibou,F,15.0,173.0,63.0,BEN,2016 Summer,Swimming,Swimming Women's 50 metres Freestyle,2016,Summer,Rio de Janeiro,No Medal
Renaldas Seibutis,M,31.0,196.0,83.0,LTU,2016 Summer,Basketball,Basketball Men's Basketball,2016,Summer,Rio de Janeiro,No Medal
Melissa Seidemann,F,26.0,183.0,104.0,USA,2016 Summer,Water Polo,Water Polo Women's Water Polo,2016,Summer,Rio de Janeiro,Gold
Robin Valentin Seidl,M,26.0,190.0,78.0,AUT,2016 Summer,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,2016,Summer,Rio de Janeiro,No Medal
Sebastian Seidl,M,26.0,174.0,70.0,GER,2016 Summer,Judo,Judo Men's Half-Lightweight,2016,Summer,Rio de Janeiro,No Medal
Debora Louise Seilhamer Anadon,F,30.0,166.0,61.0,PUR,2016 Summer,Volleyball,Volleyball Women's Volleyball,2016,Summer,Rio de Janeiro,No Medal
Mart Seim,M,25.0,185.0,152.0,EST,2016 Summer,Weightlifting,Weightlifting Men's Super-Heavyweight,2016,Summer,Rio de Janeiro,No Medal
Elisabeth Seitz,F,22.0,162.0,57.0,GER,2016 Summer,Gymnastics,Gymnastics Women's Individual All-Around,2016,Summer,Rio de Janeiro,No Medal
Hanami Sekine,F,20.0,156.0,43.0,JPN,2016 Summer,Athletics,"Athletics Women's 10,000 metres",2016,Summer,Rio de Janeiro,No Medal
"David ""Dudi"" Sela",M,31.0,175.0,67.0,ISR,2016 Summer,Tennis,Tennis Men's Singles,2016,Summer,Rio de Janeiro,No Medal
Youssef Selim,M,18.0,165.0,88.0,EGY,2016 Summer,Diving,Diving Men's Springboard,2016,Summer,Rio de Janeiro,No Medal
Davie Selke,M,21.0,192.0,82.0,GER,2016 Summer,Football,Football Men's Football,2016,Summer,Rio de Janeiro,Silver
Tsepang Gladys Sello,F,19.0,,,LES,2016 Summer,Athletics,Athletics Women's 800 metres,2016,Summer,Rio de Janeiro,No Medal
Maria Selmaier,F,24.0,175.0,79.0,GER,2016 Summer,Wrestling,"Wrestling Women's Heavyweight, Freestyle",2016,Summer,Rio de Janeiro,No Medal
Erika Seltenreich-Hodgson,F,21.0,170.0,65.0,CAN,2016 Summer,Swimming,Swimming Women's 200 metres Individual Medley,2016,Summer,Rio de Janeiro,No Medal
Stefano Selva,M,46.0,170.0,65.0,SMR,2016 Summer,Shooting,Shooting Men's Trap,2016,Summer,Rio de Janeiro,No Medal
Ken Sema,M,22.0,177.0,69.0,SWE,2016 Summer,Football,Football Men's Football,2016,Summer,Rio de Janeiro,No Medal
Linda Birgitta Sembrant,F,29.0,175.0,67.0,SWE,2016 Summer,Football,Football Women's Football,2016,Summer,Rio de Janeiro,Silver
Oleksiy Serhiyovych Semenov,M,34.0,198.0,120.0,UKR,2016 Summer,Athletics,Athletics Men's Discus Throw,2016,Summer,Rio de Janeiro,No Medal
Mokgadi Caster Semenya,F,25.0,178.0,70.0,RSA,2016 Summer,Athletics,Athletics Women's 800 metres,2016,Summer,Rio de Janeiro,Gold
Maksym Oleksandrovych Semiankiv,M,24.0,178.0,63.0,UKR,2016 Summer,Gymnastics,Gymnastics Men's Individual All-Around,2016,Summer,Rio de Janeiro,No Medal
Csar Sempere Padilla,M,32.0,182.0,86.0,ESP,2016 Summer,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,2016,Summer,Rio de Janeiro,No Medal
Konstantin Sergeyevich Semyonov,M,27.0,210.0,101.0,RUS,2016 Summer,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,2016,Summer,Rio de Janeiro,No Medal
Sergey Viktorovich Semyonov,M,20.0,187.0,130.0,RUS,2016 Summer,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",2016,Summer,Rio de Janeiro,Bronze
Dara Semonowa,F,14.0,170.0,50.0,TKM,2016 Summer,Swimming,Swimming Women's 100 metres Breaststroke,2016,Summer,Rio de Janeiro,No Medal
Anna Sergeyevna Sen,F,25.0,186.0,81.0,RUS,2016 Summer,Handball,Handball Women's Handball,2016,Summer,Rio de Janeiro,Gold
Seabelo Mohanoe Senatla,M,23.0,177.0,82.0,RSA,2016 Summer,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,2016,Summer,Rio de Janeiro,Bronze
Zinaida Sendrit,F,31.0,188.0,95.0,LTU,2016 Summer,Athletics,Athletics Women's Discus Throw,2016,Summer,Rio de Janeiro,No Medal
Amy Sne,F,30.0,175.0,80.0,SEN,2016 Summer,Athletics,Athletics Women's Hammer Throw,2016,Summer,Rio de Janeiro,No Medal
Olqa Senyuk,F,25.0,175.0,53.0,AZE,2016 Summer,Archery,Archery Women's Individual,2016,Summer,Rio de Janeiro,No Medal
Tilbe enyrek,F,21.0,189.0,86.0,TUR,2016 Summer,Basketball,Basketball Women's Basketball,2016,Summer,Rio de Janeiro,No Medal
Seo Ji-Yeon,F,23.0,168.0,56.0,KOR,2016 Summer,Fencing,"Fencing Women's Sabre, Individual",2016,Summer,Rio de Janeiro,No Medal
Seo Joon-Yong,M,28.0,174.0,65.0,KOR,2016 Summer,Cycling,"Cycling Men's Road Race, Individual",2016,Summer,Rio de Janeiro,No Medal
Seo Jung-Eun,F,24.0,168.0,61.0,KOR,2016 Summer,Hockey,Hockey Women's Hockey,2016,Summer,Rio de Janeiro,No Medal
Seong Ji-Hyeon,F,25.0,175.0,64.0,KOR,2016 Summer,Badminton,Badminton Women's Singles,2016,Summer,Rio de Janeiro,No Medal
Jermaine Seoposenwe,F,22.0,167.0,62.0,RSA,2016 Summer,Football,Football Women's Football,2016,Summer,Rio de Janeiro,No Medal
Hrvoje Sep,M,30.0,175.0,81.0,CRO,2016 Summer,Boxing,Boxing Men's Light-Heavyweight,2016,Summer,Rio de Janeiro,No Medal
Anna Maria Sepp,F,20.0,172.0,64.0,EST,2016 Summer,Sailing,Sailing Women's Skiff,2016,Summer,Rio de Janeiro,No Medal
Hanna-Maria Seppl,F,31.0,174.0,59.0,FIN,2016 Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016,Summer,Rio de Janeiro,No Medal
Andreas Seppi,M,32.0,190.0,75.0,ITA,2016 Summer,Tennis,Tennis Men's Singles,2016,Summer,Rio de Janeiro,No Medal
Eduardo Seplveda,M,25.0,173.0,63.0,ARG,2016 Summer,Cycling,"Cycling Men's Road Race, Individual",2016,Summer,Rio de Janeiro,No Medal
Sandra Milena Seplveda Lopera,F,28.0,167.0,55.0,COL,2016 Summer,Football,Football Women's Football,2016,Summer,Rio de Janeiro,No Medal
"Xiang Wei ""Jasmine"" Ser",F,25.0,155.0,47.0,SGP,2016 Summer,Shooting,"Shooting Women's Air Rifle, 10 metres",2016,Summer,Rio de Janeiro,No Medal
Ieva Serapinait,F,21.0,175.0,62.0,LTU,2016 Summer,Modern Pentathlon,Modern Pentathlon Women's Individual,2016,Summer,Rio de Janeiro,No Medal
Sawan Serasinghe,M,22.0,178.0,79.0,AUS,2016 Summer,Badminton,Badminton Men's Doubles,2016,Summer,Rio de Janeiro,No Medal
Anastasiya Serdyukova,F,19.0,170.0,49.0,UZB,2016 Summer,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,2016,Summer,Rio de Janeiro,No Medal
Giulia Sergas,F,36.0,175.0,64.0,ITA,2016 Summer,Golf,Golf Women's Individual,2016,Summer,Rio de Janeiro,No Medal
Olga Aleksandrovna Sergeyenko-Sudareva,F,32.0,176.0,61.0,BLR,2016 Summer,Athletics,"Athletics Women's 3,000 metres Steeplechase",2016,Summer,Rio de Janeiro,No Medal
Nataliya Olegovna Sergeyeva,F,40.0,164.0,64.0,KAZ,2016 Summer,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",2016,Summer,Rio de Janeiro,No Medal
Ronald Serugo,M,31.0,170.0,48.0,UGA,2016 Summer,Boxing,Boxing Men's Flyweight,2016,Summer,Rio de Janeiro,No Medal
Hendra Setiawan,M,31.0,183.0,82.0,INA,2016 Summer,Badminton,Badminton Men's Doubles,2016,Summer,Rio de Janeiro,No Medal
Anelo etka,M,30.0,186.0,87.0,CRO,2016 Summer,Water Polo,Water Polo Men's Water Polo,2016,Summer,Rio de Janeiro,Silver
Daiya Seto,M,22.0,174.0,72.0,JPN,2016 Summer,Swimming,Swimming Men's 200 metres Butterfly,2016,Summer,Rio de Janeiro,No Medal
Benson Kiplagat Seurei,M,32.0,175.0,60.0,BRN,2016 Summer,Athletics,"Athletics Men's 1,500 metres",2016,Summer,Rio de Janeiro,No Medal
Dawit Seyaum Biratu,F,20.0,161.0,49.0,ETH,2016 Summer,Athletics,"Athletics Women's 1,500 metres",2016,Summer,Rio de Janeiro,No Medal
Dieudonn Wilfred Seyi Ntsengue,M,18.0,183.0,75.0,CMR,2016 Summer,Boxing,Boxing Men's Middleweight,2016,Summer,Rio de Janeiro,No Medal
Pedrya Seymour,F,21.0,165.0,75.0,BAH,2016 Summer,Athletics,Athletics Women's 100 metres Hurdles,2016,Summer,Rio de Janeiro,No Medal
Tanya Karen Seymour,F,32.0,165.0,57.0,RSA,2016 Summer,Equestrianism,"Equestrianism Mixed Dressage, Individual",2016,Summer,Rio de Janeiro,No Medal
Orxan Sfrov,M,24.0,171.0,60.0,AZE,2016 Summer,Judo,Judo Men's Extra-Lightweight,2016,Summer,Rio de Janeiro,No Medal
Sara Sgarzi,F,30.0,175.0,63.0,ITA,2016 Summer,Synchronized Swimming,Synchronized Swimming Women's Team,2016,Summer,Rio de Janeiro,No Medal
Mohamed Al-Sghaier,M,28.0,185.0,79.0,TUN,2016 Summer,Athletics,Athletics Men's 400 metres Hurdles,2016,Summer,Rio de Janeiro,No Medal
Torul sgrov,M,23.0,170.0,65.0,AZE,2016 Summer,Wrestling,"Wrestling Men's Welterweight, Freestyle",2016,Summer,Rio de Janeiro,Silver
Ahmed Shaban,M,37.0,190.0,95.0,EGY,2016 Summer,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",2016,Summer,Rio de Janeiro,No Medal
Daulet Yerkinovich Shabanbay,M,22.0,190.0,125.0,KAZ,2016 Summer,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",2016,Summer,Rio de Janeiro,No Medal
Andrey Dmitriyevich Shabasov,M,22.0,180.0,73.0,RUS,2016 Summer,Swimming,Swimming Men's 200 metres Backstroke,2016,Summer,Rio de Janeiro,No Medal
Shah Hussain Shah,M,23.0,190.0,100.0,PAK,2016 Summer,Judo,Judo Men's Half-Heavyweight,2016,Summer,Rio de Janeiro,No Medal
Neda Shahsavari,F,29.0,167.0,62.0,IRI,2016 Summer,Table Tennis,Table Tennis Women's Singles,2016,Summer,Rio de Janeiro,No Medal
Mona Shaito,F,22.0,152.0,52.0,LIB,2016 Summer,Fencing,"Fencing Women's Foil, Individual",2016,Summer,Rio de Janeiro,No Medal
Aminath Shajan,F,22.0,157.0,50.0,MDV,2016 Summer,Swimming,Swimming Women's 100 metres Freestyle,2016,Summer,Rio de Janeiro,No Medal
Dariga Shakimova,F,27.0,172.0,75.0,KAZ,2016 Summer,Boxing,Boxing Women's Middleweight,2016,Summer,Rio de Janeiro,Bronze
Babur Shakirdzhanov,M,25.0,195.0,105.0,UZB,2016 Summer,Athletics,Athletics Men's Javelin Throw,2016,Summer,Rio de Janeiro,No Medal
Albina Ildusovna Shakirova,F,29.0,165.0,50.0,RUS,2016 Summer,Shooting,Shooting Women's Skeet,2016,Summer,Rio de Janeiro,No Medal
Kristen Shaldybin,F,18.0,175.0,57.0,USA,2016 Summer,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,2016,Summer,Rio de Janeiro,No Medal
Shan Jun,M,21.0,172.0,60.0,CHN,2016 Summer,Boxing,Boxing Men's Lightweight,2016,Summer,Rio de Janeiro,No Medal
Xiaona Shan,F,33.0,165.0,54.0,GER,2016 Summer,Table Tennis,Table Tennis Women's Team,2016,Summer,Rio de Janeiro,Silver
Aida Vladimirovna Shanayeva,F,30.0,173.0,63.0,RUS,2016 Summer,Fencing,"Fencing Women's Foil, Individual",2016,Summer,Rio de Janeiro,No Medal
Shang Chunsong,F,20.0,143.0,34.0,CHN,2016 Summer,Gymnastics,Gymnastics Women's Individual All-Around,2016,Summer,Rio de Janeiro,No Medal
Shang Keyuan,M,21.0,183.0,79.0,CHN,2016 Summer,Swimming,Swimming Men's 200 metres Freestyle,2016,Summer,Rio de Janeiro,No Medal
Shang Rong,F,16.0,170.0,45.0,CHN,2016 Summer,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,2016,Summer,Rio de Janeiro,No Medal
Lebogang Shange,M,26.0,160.0,56.0,RSA,2016 Summer,Athletics,Athletics Men's 20 kilometres Walk,2016,Summer,Rio de Janeiro,No Medal
Shao Jieni,F,22.0,169.0,64.0,POR,2016 Summer,Table Tennis,Table Tennis Women's Singles,2016,Summer,Rio de Janeiro,No Medal
Shao Ting,F,26.0,184.0,75.0,CHN,2016 Summer,Basketball,Basketball Women's Basketball,2016,Summer,Rio de Janeiro,No Medal
Tatyana Valeryevna Sharakova,F,32.0,160.0,52.0,BLR,2016 Summer,Cycling,Cycling Women's Omnium,2016,Summer,Rio de Janeiro,No Medal
Mostafa Sharifat,M,28.0,204.0,85.0,IRI,2016 Summer,Volleyball,Volleyball Men's Volleyball,2016,Summer,Rio de Janeiro,No Medal
Mirali Sharipov,M,28.0,173.0,73.0,UZB,2016 Summer,Judo,Judo Men's Lightweight,2016,Summer,Rio de Janeiro,No Medal
Nigina Sharipova,F,20.0,,,UZB,2016 Summer,Athletics,Athletics Women's 100 metres,2016,Summer,Rio de Janeiro,No Medal
Kathleen Sharkey,F,26.0,163.0,58.0,USA,2016 Summer,Hockey,Hockey Women's Hockey,2016,Summer,Rio de Janeiro,No Medal
Kayla Marie Sharland-Whitelock,F,30.0,174.0,72.0,NZL,2016 Summer,Hockey,Hockey Women's Hockey,2016,Summer,Rio de Janeiro,No Medal
Nikolay Vasilyevich Sharlap,M,22.0,198.0,103.0,BLR,2016 Summer,Rowing,Rowing Men's Coxless Fours,2016,Summer,Rio de Janeiro,No Medal
Ankit Sharma,M,24.0,177.0,75.0,IND,2016 Summer,Athletics,Athletics Men's Long Jump,2016,Summer,Rio de Janeiro,No Medal
Amaliya Sharoyan,F,28.0,170.0,56.0,ARM,2016 Summer,Athletics,Athletics Women's Long Jump,2016,Summer,Rio de Janeiro,No Medal
Alena Sharp,F,35.0,168.0,69.0,CAN,2016 Summer,Golf,Golf Women's Individual,2016,Summer,Rio de Janeiro,No Medal
Lynsey Sharp,F,26.0,174.0,58.0,GBR,2016 Summer,Athletics,Athletics Women's 800 metres,2016,Summer,Rio de Janeiro,No Medal
Corben Sharrah,M,24.0,183.0,85.0,USA,2016 Summer,Cycling,Cycling Men's BMX,2016,Summer,Rio de Janeiro,No Medal
Mariya Yurivna Shatalova,F,27.0,169.0,56.0,UKR,2016 Summer,Athletics,"Athletics Women's 3,000 metres Steeplechase",2016,Summer,Rio de Janeiro,No Medal
Aleksandr Shatilov,M,29.0,182.0,77.0,ISR,2016 Summer,Gymnastics,Gymnastics Men's Floor Exercise,2016,Summer,Rio de Janeiro,No Medal
Lasha Shavdatuashvili,M,24.0,170.0,75.0,GEO,2016 Summer,Judo,Judo Men's Lightweight,2016,Summer,Rio de Janeiro,Bronze
Bradley Shaw,M,33.0,187.0,92.0,NZL,2016 Summer,Hockey,Hockey Men's Hockey,2016,Summer,Rio de Janeiro,No Medal
Bryony Elisabeth Shaw,F,33.0,166.0,60.0,GBR,2016 Summer,Sailing,Sailing Women's Windsurfer,2016,Summer,Rio de Janeiro,No Medal
Stanislav Grigoryevich Shcherbachenya,M,31.0,201.0,104.0,BLR,2016 Summer,Rowing,Rowing Men's Single Sculls,2016,Summer,Rio de Janeiro,No Medal
Yana Valeryevna Shcherban,F,26.0,185.0,71.0,RUS,2016 Summer,Volleyball,Volleyball Women's Volleyball,2016,Summer,Rio de Janeiro,No Medal
Yury Aleksandrovich Shcherbatsevich,M,32.0,178.0,87.0,BLR,2016 Summer,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",2016,Summer,Rio de Janeiro,No Medal
Racquel Sheath,F,21.0,165.0,57.0,NZL,2016 Summer,Cycling,Cycling Women's Team Pursuit,2016,Summer,Rio de Janeiro,No Medal
Mohamed Shebib,M,27.0,186.0,85.0,EGY,2016 Summer,Handball,Handball Men's Handball,2016,Summer,Rio de Janeiro,No Medal
Cristina Sheehan,F,17.0,163.0,49.0,AUS,2016 Summer,Synchronized Swimming,Synchronized Swimming Women's Team,2016,Summer,Rio de Janeiro,No Medal
Yared Neda Shegumo,M,33.0,178.0,62.0,POL,2016 Summer,Athletics,Athletics Men's Marathon,2016,Summer,Rio de Janeiro,No Medal
Abdullahi Shehu,M,23.0,170.0,72.0,NGR,2016 Summer,Football,Football Men's Football,2016,Summer,Rio de Janeiro,Bronze
"Enkelejda Shehu (-Xhakaj, -Bekurti)",F,47.0,163.0,57.0,USA,2016 Summer,Shooting,"Shooting Women's Air Pistol, 10 metres",2016,Summer,Rio de Janeiro,No Medal
Sheilla Tavares de Castro Blassioli,F,33.0,185.0,65.0,BRA,2016 Summer,Volleyball,Volleyball Women's Volleyball,2016,Summer,Rio de Janeiro,No Medal
Zhayna Shekerbekova,F,26.0,155.0,51.0,KAZ,2016 Summer,Boxing,Boxing Women's Flyweight,2016,Summer,Rio de Janeiro,No Medal
Michael Shelley,M,32.0,183.0,60.0,AUS,2016 Summer,Athletics,Athletics Men's Marathon,2016,Summer,Rio de Janeiro,No Medal
Yana Volodymyrivna Shemiakina,F,30.0,168.0,60.0,UKR,2016 Summer,Fencing,"Fencing Women's epee, Individual",2016,Summer,Rio de Janeiro,No Medal
Shen Chen,F,26.0,171.0,62.0,CHN,2016 Summer,Fencing,"Fencing Women's Sabre, Individual",2016,Summer,Rio de Janeiro,No Medal
Shen Duo,F,19.0,180.0,72.0,CHN,2016 Summer,Swimming,Swimming Women's 100 metres Freestyle,2016,Summer,Rio de Janeiro,No Medal
Shen Pingan,M,22.0,182.0,73.0,CHN,2016 Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",2016,Summer,Rio de Janeiro,No Medal
Yanfei Shen Zhang,F,36.0,165.0,65.0,ESP,2016 Summer,Table Tennis,Table Tennis Women's Singles,2016,Summer,Rio de Janeiro,No Medal
